,text,external_id,error,classifications,error_detail
63,,,True,,"Invalid text, empty strings are not allowed"
64, misteralbie when you think you have exited zoom meeting so you can wank this pornhub ad is ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.627}]",
65,,,True,,"Invalid text, empty strings are not allowed"
66,cards against humanity at pm tomorrow evening not for the faint of heart don worry we ll hold tutorial ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.475}]",
67,,,True,,"Invalid text, empty strings are not allowed"
68,grab mug and zoom on over to find your next home our team will give you quick live videos tours at link below ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.773}]",
69,,,True,,"Invalid text, empty strings are not allowed"
70, just had zoom meeting yesterday so am not sure when the next will be but here you go for now getkraken ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.482}]",
71,,,True,,"Invalid text, empty strings are not allowed"
72, vickyyagnelli first time am excited for zoom meeting ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.603}]",
73,,,True,,"Invalid text, empty strings are not allowed"
74, pattonoswalt my daughter class is learning about the great depression so they all watched the journey of natty gann and they re abou ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.968}]",
75,,,True,,"Invalid text, empty strings are not allowed"
76, theoliveknife waiting for rahulgandhi zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.746}]",
77,,,True,,"Invalid text, empty strings are not allowed"
78, medburnbook am so painfully aware of how important getting the vibe from program is but please please please for the love of go ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.691}]",
79,,,True,,"Invalid text, empty strings are not allowed"
80, ngaire_elwood reminder that the isctglobal anz regional town hall meeting is about the start at pm aest all registered attendees ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.82}]",
81,,,True,,"Invalid text, empty strings are not allowed"
82, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
83,,,True,,"Invalid text, empty strings are not allowed"
84,free online webinar for mba aspirants career launcher tambaram amp omr is conducting free webinar on mastering th ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.64}]",
85,,,True,,"Invalid text, empty strings are not allowed"
86,great meeting bry sd zoom mbothwellmd ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.816}]",
87,,,True,,"Invalid text, empty strings are not allowed"
88, misteralbie when you think you have exited zoom meeting so you can wank this pornhub ad is ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.627}]",
89,,,True,,"Invalid text, empty strings are not allowed"
90,zoom meeting id password override pm pacific time,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.679}]",
91,,,True,,"Invalid text, empty strings are not allowed"
92,the public hearing on the fy proposed budget will take place on june during the m edt virtual co ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.568}]",
93,,,True,,"Invalid text, empty strings are not allowed"
94,about to join zoom meeting for the silicon valley chapter of the naacp will try to recruit them to help us out ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.65}]",
95,,,True,,"Invalid text, empty strings are not allowed"
96, ecologyofgavin have come to love the tradition of everyone silently waving at everyone else at the end of zoom meeting we do not ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.938}]",
97,,,True,,"Invalid text, empty strings are not allowed"
98, dromolara am sick and tired of being sick and tired so hosting meeting on sat may th at pm et to discuss how we physicians can ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.437}]",
99,,,True,,"Invalid text, empty strings are not allowed"
100, anylaurie hmmn use chrome and that is where ve been finding my zoom meeting notifications even if you haven ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.787}]",
101,,,True,,"Invalid text, empty strings are not allowed"
102, fox columbus tomorrow you ll have the opportunity to meet the adoptable pups at the franklincodog on zoom https co ezesns ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.794}]",
103,,,True,,"Invalid text, empty strings are not allowed"
104, drfader hey coaches join us on at pm est for free interactive virtual workshop on connected coaching you ll learn ways to ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.599}]",
105,,,True,,"Invalid text, empty strings are not allowed"
106,that a wrap for spring ball zoom meetings attended gt meetings talked lot of ball ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.466}]",
107,,,True,,"Invalid text, empty strings are not allowed"
108, reminder that the isctglobal anz regional town hall meeting is about the start at pm aest all registered atte ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.728}]",
109,,,True,,"Invalid text, empty strings are not allowed"
110, cbs of course the rollingstones would have the world coolest zoom meeting togetherathome ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.747}]",
111,,,True,,"Invalid text, empty strings are not allowed"
112, superflexdude pro tip if you re getting on zoom meeting with dlf_kenk ryanmc mattpriceff jnammour for god sakes make ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.771}]",
113,,,True,,"Invalid text, empty strings are not allowed"
114, ott st we had super fun nighttime zoom meeting we built blanket forts before hopping on to hear bedtime stories hanstelem https ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.841}]",
115,,,True,,"Invalid text, empty strings are not allowed"
116, cite_edu cite_edu is partnering cceeca to present workshops for it professionals more info each link below suppo ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.589}]",
117,,,True,,"Invalid text, empty strings are not allowed"
118, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
119,,,True,,"Invalid text, empty strings are not allowed"
120, swpsheffield next sheffield swp online meeting thurs th june pm on lenin why his revolutionary ideas still matter today all ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.521}]",
121,,,True,,"Invalid text, empty strings are not allowed"
122, jacksonwallace after great zoom meeting with toughon scott_abellfb am excited to say have earned an offer from davidson coll ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.776}]",
123,,,True,,"Invalid text, empty strings are not allowed"
124, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
125,,,True,,"Invalid text, empty strings are not allowed"
126,zoom meeting romcomfest,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.507}]",
127,,,True,,"Invalid text, empty strings are not allowed"
128, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
129,,,True,,"Invalid text, empty strings are not allowed"
130,juan febles is inviting you to scheduled zoom meeting topic masterclass comida segura en tiempos del covid ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.564}]",
131,,,True,,"Invalid text, empty strings are not allowed"
132, mollygrisham for everyone who has wanted to use zoom in experiential ways but you needed file share feature it is now an option ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.776}]",
133,,,True,,"Invalid text, empty strings are not allowed"
134, pattonoswalt my daughter class is learning about the great depression so they all watched the journey of natty gann and they re abou ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.968}]",
135,,,True,,"Invalid text, empty strings are not allowed"
136,just got off like zoom meeting with the cast of euphoria ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.506}]",
137,,,True,,"Invalid text, empty strings are not allowed"
138, residents_club dmgbnagar thanks for arranging zoom meeting to hear our problems kindly help on npcl matter as raised in the call by ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.613}]",
139,,,True,,"Invalid text, empty strings are not allowed"
140, joshdneufeld zoom bombing incident in our lab meeting this morning by hungry member of the salticidae family ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.593}]",
141,,,True,,"Invalid text, empty strings are not allowed"
142, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
143,,,True,,"Invalid text, empty strings are not allowed"
144,thank you everyone who attended this evening information rich meeting on zoom plenty to digest in the days ahea ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.99}]",
145,,,True,,"Invalid text, empty strings are not allowed"
146,danish superliga clubs have set up live streaming inside their stadiums for fans that is one zoom meeting we defi ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.857}]",
147,,,True,,"Invalid text, empty strings are not allowed"
148, collinsadler all glory to god after great zoom meeting with olinepride and coachpearsonnu m blessed to have received an offer ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.715}]",
149,,,True,,"Invalid text, empty strings are not allowed"
150, theoliveknife waiting for rahulgandhi zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.746}]",
151,,,True,,"Invalid text, empty strings are not allowed"
152,we had super fun nighttime zoom meeting we built blanket forts before hopping on to hear bedtime stories ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.873}]",
153,,,True,,"Invalid text, empty strings are not allowed"
154, minnis_dr tonight joined biminites in virtual town meeting held via zoom to discuss issues surrounding the two week lockdown ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.607}]",
155,,,True,,"Invalid text, empty strings are not allowed"
156, scottdrum pretty sure governors are getting drunk in zoom meeting every night coming up with the most bizarre ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.899}]",
157,,,True,,"Invalid text, empty strings are not allowed"
158, aeroclub_wi tune in this sunday for our zoom club meeting and engage in excited aviation discussions meeting id and password will be ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.52}]",
159,,,True,,"Invalid text, empty strings are not allowed"
160,just ended an amazing collaborative zoom meeting and came out to storm on the patio nothing like hard rain thun ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.936}]",
161,,,True,,"Invalid text, empty strings are not allowed"
162, callmecarsonyt its_jawsh yo fucking love you im in group therapy right now they told my parents to call on ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.734}]",
163,,,True,,"Invalid text, empty strings are not allowed"
164, samsonconnect we will be hosting our very first webinar on thursday june at pm gmt register for free at https co d ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.522}]",
165,,,True,,"Invalid text, empty strings are not allowed"
166, abdulshakurldn od_n hr_hour can understand why people setup zoom meeting when there no need to screen ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.824}]",
167,,,True,,"Invalid text, empty strings are not allowed"
168, cspramesh national cancer grid is inviting you to scheduled zoom meeting topic th ncg covid_ webinat time may ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.566}]",
169,,,True,,"Invalid text, empty strings are not allowed"
170,another zoom meeting tonight dang lol ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.527}]",
171,,,True,,"Invalid text, empty strings are not allowed"
172,had zoom meeting with its_justlovely and met fellow wrestling fans even surprising guests like timmylouwho ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.948}]",
173,,,True,,"Invalid text, empty strings are not allowed"
174, mrkellysclass had the great pleasure of working with cole today via zoom_us we made pollution catchers using household items meetin ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.952}]",
175,,,True,,"Invalid text, empty strings are not allowed"
176, drfader hey coaches join us on at pm est for free interactive virtual workshop on connected coaching you ll learn ways to ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.599}]",
177,,,True,,"Invalid text, empty strings are not allowed"
178, theoliveknife waiting for rahulgandhi zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.746}]",
179,,,True,,"Invalid text, empty strings are not allowed"
180, theoliveknife waiting for rahulgandhi zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.746}]",
181,,,True,,"Invalid text, empty strings are not allowed"
182,it demands intense concentration so m just going to order some sushi before the zoom meeting starts kurang lah ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.561}]",
183,,,True,,"Invalid text, empty strings are not allowed"
184, jason_aldean we may not be able to be together at concerts right now but that doesn mean you can bring the concert to you check ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.896}]",
185,,,True,,"Invalid text, empty strings are not allowed"
186, ryanfromcbus we re all going to zoom meeting the oregon game aren we ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.667}]",
187,,,True,,"Invalid text, empty strings are not allowed"
188, mrkellysclass had the great pleasure of working with cole today via zoom_us we made pollution catchers using household items meetin ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.952}]",
189,,,True,,"Invalid text, empty strings are not allowed"
190,my co workers at the office had graduation party for me on zoom as send off since ll no longer be working ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.634}]",
191,,,True,,"Invalid text, empty strings are not allowed"
192,me want to make more friends especially those who will not use english am lonely also me am too shy to pa ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.419}]",
193,,,True,,"Invalid text, empty strings are not allowed"
194,day of my business day photo challenge self nominated each day will post an image from my zoom ms teams me ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.794}]",
195,,,True,,"Invalid text, empty strings are not allowed"
196,zoom meeting at am online class at pm kdrama marathon will have to wait ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.492}]",
197,,,True,,"Invalid text, empty strings are not allowed"
198, creativenj upcoming session from creative new jersey statewide conversations covid response building urban resiliency during ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.769}]",
199,,,True,,"Invalid text, empty strings are not allowed"
200, newhanoverdems town hall for all democratic party nc court of appeals candidates on monday june pm register in advance htt ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.846}]",
201,,,True,,"Invalid text, empty strings are not allowed"
202,as students are wrapping up the school year emvt is preparing to host their first virtual emvt summer stem amp robot ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.695}]",
203,,,True,,"Invalid text, empty strings are not allowed"
204, sarahspain that was really cool my donation cost me little under an eighth for good cause didn get ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.826}]",
205,,,True,,"Invalid text, empty strings are not allowed"
206, minnis_dr tonight joined biminites in virtual town meeting held via zoom to discuss issues surrounding the two week lockdown ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.607}]",
207,,,True,,"Invalid text, empty strings are not allowed"
208,kidlit inquiry science savvy citizens join us for this lively discussion registration ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.517}]",
209,,,True,,"Invalid text, empty strings are not allowed"
210, not one to get emotional at the end of school because cherished every moment taught my heart out and have ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.945}]",
211,,,True,,"Invalid text, empty strings are not allowed"
212,work out at home with k fit and fun with friends young adult adult edition hosted by personal trainer and member ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.975}]",
213,,,True,,"Invalid text, empty strings are not allowed"
214,my hijab rlly exposed my big ass forehead during the zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.675}]",
215,,,True,,"Invalid text, empty strings are not allowed"
216, in zoom meeting and m definitely the djm of the group investigative journalism ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.457}]",
217,,,True,,"Invalid text, empty strings are not allowed"
218,thanks justin for an awesome coaches zoom meeting tonight enjoyed connecting with local coaches can wait for th ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.998}]",
219,,,True,,"Invalid text, empty strings are not allowed"
220,do you have questions about managing your child behavior how to help them focus on schoolwork amp avoid overstimu ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.475}]",
221,,,True,,"Invalid text, empty strings are not allowed"
222, jayguevara theonlymerr we finna have zoom meeting,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.786}]",
223,,,True,,"Invalid text, empty strings are not allowed"
224, yafwwu new topic join us in our weekly meeting tomorrow at pm pst message us for the zoom info ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.677}]",
225,,,True,,"Invalid text, empty strings are not allowed"
226,thanks live_ for speaking to the team today in our zoom meeting tng,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.688}]",
227,,,True,,"Invalid text, empty strings are not allowed"
228, olushola_shola zoom meeting,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.879}]",
229,,,True,,"Invalid text, empty strings are not allowed"
230, theoliveknife waiting for rahulgandhi zoom meeting ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.746}]",
231,,,True,,"Invalid text, empty strings are not allowed"
232, realmarcbarnes m going to host zoom prayer meeting for black men m not sure when but probably in the next week if you are int ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.763}]",
233,,,True,,"Invalid text, empty strings are not allowed"
234, zoom zoomcodes zoommeeting zoom meeting join noww meeting id password cfwwv english only and joi ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.9}]",
235,,,True,,"Invalid text, empty strings are not allowed"
236, jiminthegympe join the shapepacouncil for another wellnesswednesday free dance party with psquaredpe june rd pm to pm est ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.677}]",
237,,,True,,"Invalid text, empty strings are not allowed"
238, olytic m givinga talk on clinical ngs on friday june pm est intended for generalist anatomic pathologists and trainees but ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.673}]",
239,,,True,,"Invalid text, empty strings are not allowed"
240, tonight joined biminites in virtual town meeting held via zoom to discuss issues surrounding the two week ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.517}]",
241,,,True,,"Invalid text, empty strings are not allowed"
242, thephilosopurr supurrvisor zoom meeting purrsday purrities ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.659}]",
243,,,True,,"Invalid text, empty strings are not allowed"
244,strategies to improve your fertility with dr cecilia de martino nd friday june th at pm est zoom meeting ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.617}]",
245,,,True,,"Invalid text, empty strings are not allowed"
246, warnercanada willing to do anything to make zoom meeting more interesting point demonstrated by dualipa https co zj k ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.608}]",
247,,,True,,"Invalid text, empty strings are not allowed"
248,my child was wildin tf out during my zoom meeting today ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.642}]",
249,,,True,,"Invalid text, empty strings are not allowed"
250, bpiperssociety minor correction our next virtual pub night is tomorrow the th from pm we hope to see you there you can conne ,,False,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.601}]",
251,,,True,,"Invalid text, empty strings are not allowed"
252, sdcedeanecc how to join zoom meeting in style on serious note special thanks to all of the sdce classified professionals whos ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.776}]",
253,,,True,,"Invalid text, empty strings are not allowed"
254,this month board of retirement meeting is being held via zoom for more information please visit sbcera agendas ,,False,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.867}]",
255,,,True,,"Invalid text, empty strings are not allowed"
256, laur_berger info for deaf hh ppl if you re stuck in the middle of hearing centric zoom calls that aren inclusive read no asl engl ,,False,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.591}]",
257,,,True,,"Invalid text, empty strings are not allowed"
