,text,external_id,error,classifications,error_detail
51, doctorvig davidshoremd can we do google doc hangout instead of zoom meeting lol,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.688}]",
52, bluspacecommun mimslady and google is doing wonders with it is hangout app also saw the new live amp duo app ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.548}]",
53,mine was being able to have google hangout with some of my th graders that will be moving onto middle school nex ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.788}]",
54, coleyworld yea no zooms google hangout outs webex meetings on monday get to sleep in and not worry about if ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.632}]",
55,google hangout assembly today hi everyone today we will have another goggle hangout school ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.503}]",
56,come hangout with me gt join me on bigolive right now be sure google robinpowerroyal on bigolive ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.744}]",
57, bestbuddiestj we miss so much about our buddies especially having fun baking cookies amp brownies together at school so mug cakes ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.871}]",
58, on google hangout with few coworkers hangin out and drinking and one other person we work with is dialed in ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.639}]",
59, dmhsps_tdsb don miss it unstoppabletrac will be our guest speaker at our june hilliardpride google ss hangout at am we are ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.68}]",
60,two conference calls today via blue jeans am google hangout amp zoom gal and now this is in my head nonstop ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.674}]",
61,it wasn the best attended google hangout but it was nice to see faces and hear voices charlescityexperience ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.904}]",
62, kat in lite of recent events themightychloec is staying with me for the time being email us we are offering double google ha ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.652}]",
63,somehow convinced myself needed better recording gear not even sure what for yeti mic magewell thingy to tu ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.782}]",
64,trivia virtually tonight pm andrewsbarexam win kbc gift card free to play individ or team link to br ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.435}]",
65, nerdynick_ drunkenmstrpaul dskoopa kinszilla kelslewin swlovinist once the pandemic lifts we ll be good ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.875}]",
66, diehardmmapod ufc fight night recap amp hangout is up please share google spotify https co ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.534}]",
67, gaughranhe gm_hsc familybolton boltonathome jump on their google hangout sometime ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.903}]",
68, sheymouse punkmik alt_lv plus you can always pop into the tester hangout and say hi ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.655}]",
69, punkmik alt_lv plus you can always pop into the tester hangout and say hi ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.694}]",
70, mean like on google hangout or sth,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.699}]",
71, olimar eldergrizzly illinoisblue robertclinsdell felstedboy nah ah it lazy go to shit like shopping on bl ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.599}]",
72,today we played spy during our google hangout also love receiving these messages we all miss you too ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.991}]",
73,just did my first google hangout video chat amp it was way more seamless than zoom imo people should be using it more ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.757}]",
74, tcc_grouchy so just had my annual performance review done over google hangout by person who had to have someone else set up the ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.452}]",
75, samseyz hi everyone dressed up for google hangout bc it just be like that in quarantine ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.391}]",
76, fhvikings if you have questions or need help we will have google hangout on may th am to answer questions and help those that ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.672}]",
77,hi everyone dressed up for google hangout bc it just be like that in quarantine ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.637}]",
78,in recent episode of google webmaster hangout google advocate john mueller discussed negative seo as well as ot  ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.472}]",
79,reminds me of when dan and met we did google hangout for pad podcast day kept making snide remarks about ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.83}]",
80, dmhsps_tdsb don miss it unstoppabletrac will be our guest speaker at our june hilliardpride google ss hangout at am we are ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.68}]",
81, english honors final google hangout video good bye this lively class was an awesome way to end each day ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.994}]",
82, andysimpson kylecinvail christinamariek mollysearcy we use google hangouts once you book your time slot you  ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.715}]",
83,so just had my annual performance review done over google hangout by person who had to have someone else set ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.937}]",
84,,,TRUE,,"Invalid text, empty strings are not allowed"
85, angelasterritt is anyone used to not feeling super awkward on zoom google hangout etc by now ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.702}]",
86,agh why is this google hangout connection so bad for my dance class ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.984}]",
87,don miss it unstoppabletrac will be our guest speaker at our june hilliardpride google ss hangout at am ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.896}]",
88,is anyone used to not feeling super awkward on zoom google hangout etc by now ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.81}]",
89,talking to my coworkers on google hangout and professed to them my hunger games tumblr era and one of them asked ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.505}]",
90,the moment you realize and remember every poster you made is backwards for your last google hangout of the school ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.658}]",
91, demarcodepolo mean google hangout skype,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.832}]",
92, arianagrande someone come and crash my school meeting at pm in google hangout live in jamaica so be on ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.578}]",
93,hey georgelopez down to hang with the boys tomorrow evening cst ll send you the google hangout link later,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.607}]",
94,someone come crash my school google meet on hangout plsss its at ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.692}]",
95, mrsmjohnson_eng english honors final google hangout video good bye it was the perfect way to start each day with these wonderfu ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.996}]",
96, english honors final google hangout video good bye it was the perfect way to start each day with these wonde ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.978}]",
97,thespians see you on our virtual hangout in minutes google meet link will be on the thespian classroom soon ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.825}]",
98, getting ready for the amp wedding in our jk google hangout on outdoor classroom day the jk students are dressin ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.889}]",
99, sarahjamielewis one thing have noticed at my work is the amount of socializing that happens in the office drops ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.677}]",
100, gtcost reuters google limited hangout ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.522}]",
101,jacob drew flamingo with his class today during their google hangout megs_ostrander willowvillee westcler ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.615}]",
102,it is special kind of panic when you burp during google hangout and suddenly become unsure if you re muted or not,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.614}]",
103, the_real_coach are you free this weekend at all google hangout for little ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.749}]",
104, artgerm google hangout with friends and sketching while doing my social distancing think will end up with quite stack of sketch ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.724}]",
105,had our last google hangout of the year will truly miss my students it not goodbye it a see you later ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.783}]",
106, english honors final google hangout video good bye this was an amazing class that made each day memorable ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.994}]",
107, madebygoogle can you make link that opens new hangout like https co nfyllz gr ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.706}]",
108, dlcmsnoun please am having difficulty joining the meeting via zoom for the gst enterprise idea presentation ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.494}]",
109, corporatecake absolutely they also be able to phone and email the issue is only virtual office hours which at ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.382}]",
110,google hangout meeting mrs nelson read picnic story while we enjoyed snack with our teddy bears ms mary ann ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.859}]",
111,was jiggin this morning in the st grade google hangout ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.79}]",
112, nelsonhavi go google meet or hangout does not expire ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.588}]",
113,me everyday so far this week have had zoom and google hangout meeting this isn counting zoom gym clas ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.465}]",
114, spottedlaurier find way to connect tp community e netflix party virtual escape rooms google hangout with ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.743}]",
115,husband what are you doing with yourself today me look ve got to tell the kindergartener when it time to get on the google hangout ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.566}]",
116,come hangout with us on google hangouts sign up on google class under the classwork tab we miss seeing all of ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.648}]",
117, mrbotelho tomorrow google hangout th grade math classes are back to the future themed realmikefox let us know if back to th gra ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.617}]",
118, mgshanks gwc_news yes they do we were fortunate that only three didn have access to an account they watched ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.82}]",
119, abbybarras lukewrd m free now too how about you my lovely lukewrd can jump on out google hangout,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.543}]",
120,yesterday during our advisory google hangout we played pictionary students shared their screen of their sketches ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.814}]",
121,spontaneous crypto city hangout in minutes ama about crypto trading or take peak at what the team is doing ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.667}]",
122, have minutes until this euro google hangout and am simply toasting scone would like to bake scones for timothy stoker,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.428}]",
123,guest appearances on google hangout by meeka may phys ed teachers at hardin park they even did morning workou ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.605}]",
124, will not be on google hangout anyways didn witk to well ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.643}]",
125, juicebookgroup our next virtual book group meeting will take place on tuesday june at to we will be discussing the ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.654}]",
126, google hangout class with bunch of kindergarteners oh boy ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.572}]",
127,tonight pm we have s weekly virtualhappyhour we have check ins conversation amp prayer come amp go ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.713}]",
128, mmealling zoom is the one use the most it what we use for our spacenews webinar series as well have also at ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.551}]",
129,boiiii will not be the first on the google hangout when didnt organize the meeting lol someone needs to pop up before myself haha,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.503}]",
130, kate_rodgers school is too cheap to invest in zoom account so we do be having google hangout grad instead,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.441}]",
131, pattonsanders oh wait from the phone you need the google hangout app,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.597}]",
132, floraegill hangout on google gives the option to mute and who is already in the call prior to joining ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.545}]",
133,exactly this google hangout overkill ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.45}]",
134, missgfreeland gwc_news which brings everyone into chat and the teacher controls starting and pausing it whole ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.801}]",
135,,,TRUE,,"Invalid text, empty strings are not allowed"
136,hey am homealone for the next few hours anyone wanna do lil google hangout with me ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.692}]",
137,pa open session for all interior designers engineers and creative people to join an expert view on all abo ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.645}]",
138,,,TRUE,,"Invalid text, empty strings are not allowed"
139,ayo yoongi do google hangout or zoom meeting with us we can all watch movie together and talk about it ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.683}]",
140, found it hard to understand google hangout meet and duo differences hope google integrate them sooner as ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.494}]",
141,open session for all fashion do not miss the opportunity to interact with sourav mondal fashion designer topic ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.51}]",
142,tomorrow google hangout th grade math classes are back to the future themed realmikefox let us know if back to ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.836}]",
143,arcuri steadfastly declined to confirm or deny romantic relationship with johnson telling bloomberg news last oc ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.951}]",
144,because it doesn require an account to participate in call imagine trying to teach grandma how to create and ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.712}]",
145,school is too cheap to invest in zoom account so we do be having google hangout grad instead,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.496}]",
146, lifeatthenest love this m so proud of my year and the way they are in our google hangout lessons at ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.67}]",
147,our next virtual book group meeting will take place on tuesday june at to we will be discussing th ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.576}]",
148, mikrobots bokyuto oh ahaha das right we did hangout google hangout ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.717}]",
149,dmms counselors are getting creative and hosting amp sessions via google hangout for the incoming th graders ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.769}]",
150, olson ollie on google hangout for story time with his teachers and friends thanks for sharing learns ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.981}]",
151, bahasinrl hangout telegram skype google meet,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.93}]",
152, daniireadd me to ant_olsson and ryan_pulford shall we sort the questions for the marking_man interview tomorrow lads at pm ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.881}]",
153,me to ant_olsson and ryan_pulford shall we sort the questions for the marking_man interview tomorrow lads ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.883}]",
154, psrivatsan ahhh but haven had good experience with google hangout meet yet ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.622}]",
155,this cat looks like me in every client google hangout meeting where forget to switch my camera off ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.863}]",
156, robinamoscw esg fund inflows appear to have first started spiking after the bbc blue planet was first aired in october acco ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.866}]",
157, arirang_asc apply to hangout with fent_fanatics next week fanatics_asc arirang_asc hangout ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.84}]",
158, also available on google hangout meet facetime for family houseparty for friends webex and microsoft teams for my governor meetings,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.505}]",
159,google hangout has very appropriate background for the upcoming times ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.766}]",
160, calvin_orion go back to your google hangout titties nerd,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.42}]",
161, keipertc adamboxer the google equivalent of teams hangout chat should work fine too good luck ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.832}]",
162,hmmmm can live stream zoom or google hangout calls need to test ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.883}]",
163, emberskymedia williamoptics is there discord or google hangout for this hobby bit of comradery would be nice ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.727}]",
164, tommohasmylove lyssa if you ever want to talk m here text me call me tweet me indirect me google hangout wi ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.664}]",
165,today while on google hangout with my powerschool kids they couldn guess the hangman word was hannah montana ,,FALSE,"[{'tag_name': 'Neutral', 'tag_id': 122921384, 'confidence': 0.805}]",
166, eveewing one class did it on google hangout and the other on blackboard collaborate which isn video just the pr ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.657}]",
167, dxnkful my phone was in my pocket and accidentally made google hangout meeting scheduled with like four of my teachers hate it here,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.908}]",
168, reubenkihiu the dev hangout giveaway is here free google playstore accounts premium courses and cash prizes up for grabs fill th ,,FALSE,"[{'tag_name': 'Positive', 'tag_id': 122921383, 'confidence': 0.973}]",
169,with skype guitar lessons the students are able to connect online with eddie through skype or google hangout high ,,FALSE,"[{'tag_name': 'Negative', 'tag_id': 122921385, 'confidence': 0.783}]",
